Source,Target,Weight,Sqrt_Weight
Germany,Italy,0.001334744827326746,0.036534159732047294
Germany,Japan,0.0012882644952020759,0.035892401636029816
Germany,Luxembourg,0.012164462189562117,0.11029262073938635
Germany,Malaysia,0.0,0.0
Germany,Mexico,0.0014354034529090198,0.037886718687542995
Germany,Netherlands,0.0013549078246484262,0.03680907258609521
Germany,Norway,0.0023345567173292943,0.048317250721965695
Germany,Poland,0.001485957954380216,0.03854812517334943
Germany,Republic of Korea,0.0,0.0
Germany,Saudi Arabia,0.0014081711298910935,0.037525606322764374
Germany,Singapore,0.0012244800179603767,0.034992570896697155
Germany,Spain,0.002335581947594258,0.048327858917960126
Germany,Sweden,0.003853554151352495,0.06207700179094103
Germany,Switzerland,0.007227381748235715,0.08501400912929419
Germany,United Arab Emirates,6.215412964055235e-05,0.007883789040845293
Germany,United Kingdom,0.014897546422557915,0.12205550549876033
Germany,United States,0.038867051037449654,0.1971472826022455
"Hong Kong, China",Hungary,0.00041461205269242824,0.02036202476897689
"Hong Kong, China",India,0.0,0.0
"Hong Kong, China",Indonesia,0.002079102788490344,0.045597179611137614
"Hong Kong, China",Ireland,0.0,0.0
"Hong Kong, China",Italy,0.0002028391572075367,0.014242161254793342
"Hong Kong, China",Japan,0.002661495714872472,0.05158968612884238
"Hong Kong, China",Luxembourg,2.0725167489842087e-05,0.0045524902514823785
"Hong Kong, China",Malaysia,0.0022741604030795263,0.047688157891446446
"Hong Kong, China",Mexico,0.00016286354483640564,0.01276180021926396
"Hong Kong, China",Netherlands,0.0,0.0
"Hong Kong, China",Norway,2.5006464521175957e-05,0.005000646410332964
"Hong Kong, China",Poland,0.0,0.0
"Hong Kong, China",Republic of Korea,0.0,0.0
"Hong Kong, China",Saudi Arabia,0.00011186774071593812,0.01057675473460258
"Hong Kong, China",Singapore,0.002960506201944305,0.054410533924455336
"Hong Kong, China",Spain,3.691670459128122e-05,0.006075911832085882
"Hong Kong, China",Sweden,0.0,0.0
"Hong Kong, China",Switzerland,0.0,0.0
"Hong Kong, China",United Kingdom,0.0,0.0
"Hong Kong, China",United States,0.005975814179483937,0.0773033904785808
Hungary,India,9.978772731288022e-07,0.0009989380727196268
Hungary,Indonesia,0.0,0.0
Hungary,Ireland,0.0016963831205030826,0.04118717179539137
Hungary,Italy,0.00013702383668409417,0.011705718119111452
Hungary,Japan,7.813686374984609e-05,0.008839505854392886
Hungary,Luxembourg,0.0,0.0
Hungary,Malaysia,5.00593965533241e-05,0.00707526653585037
Hungary,Mexico,0.00028559236388289526,0.016899478213332365
Hungary,Netherlands,0.0,0.0
Hungary,Norway,3.31727401303345e-05,0.005759578120863932
Hungary,Poland,0.0002413389720244694,0.015535088413796343
Hungary,Republic of Korea,0.0,0.0
Hungary,Saudi Arabia,3.7507332616455782e-06,0.0019366809911922972
Hungary,Singapore,9.746525634681322e-05,0.009872449359040199
Hungary,Spain,0.00017795766721704384,0.01334007748167318
Hungary,Sweden,0.0,0.0
Hungary,Switzerland,0.0,0.0
Hungary,United Arab Emirates,0.0,0.0
Hungary,United Kingdom,2.53131674103271e-05,0.0050312192767088875
Hungary,United States,0.0010371470519289004,0.032204767534154015
India,Indonesia,5.1176745626597756e-05,0.0071537923947091
India,Ireland,0.00015796845716439608,0.012568550320717027
India,Italy,0.0,0.0
India,Japan,0.0019167463901305555,0.04378066228519797
India,Luxembourg,0.00023959329876631943,0.015478801593350805
India,Malaysia,0.0,0.0
India,Mexico,0.0,0.0
India,Netherlands,0.002935017909887413,0.05417580557672782
India,Norway,0.0,0.0
India,Poland,0.0,0.0
India,Republic of Korea,0.00023959329876631943,0.015478801593350805
India,Saudi Arabia,0.0003142104758893768,0.01772598307257955
India,Singapore,0.009721784566392482,0.09859911037323046
India,Spain,5.116525724054765e-05,0.007152989391893969
India,Sweden,2.393638481944794e-05,0.004892482480239243
India,Switzerland,0.0,0.0
India,United Arab Emirates,0.001737051416055816,0.04167794879856512
India,United Kingdom,0.0007187799037440075,0.02681007093880968
India,United States,0.003887401272483533,0.062349027839121385
Indonesia,Ireland,2.1138075896458053e-05,0.00459761632767003
Indonesia,Italy,3.0173900880757905e-05,0.005493077541848277
Indonesia,Japan,0.0006157512803969284,0.024814336186908738
Indonesia,Luxembourg,0.0002276075634322876,0.015086668400686998
Indonesia,Malaysia,0.00033025726208379816,0.018172981650895877
Indonesia,Mexico,0.0,0.0
Indonesia,Netherlands,0.0001383504562550949,0.01176224707507434
Indonesia,Norway,0.0,0.0
Indonesia,Poland,7.409513845797378e-07,0.0008607853301373914
Indonesia,Republic of Korea,0.0011775221424820163,0.03431504251027552
Indonesia,Saudi Arabia,3.0574438880770077e-06,0.001748554799849581
Indonesia,Singapore,0.003722993304881036,0.06101633637708049
Indonesia,Spain,4.018431460306681e-06,0.002004602569165938
Indonesia,Sweden,1.4790682833884993e-05,0.0038458656806868584
Indonesia,United Kingdom,0.0,0.0
Indonesia,United States,0.0004477233813402288,0.021159474977896515
Ireland,Italy,0.0014012654906928148,0.03743348087865747
Ireland,Japan,0.0018304707561777633,0.04278400117073861
Ireland,Luxembourg,0.0,0.0
Ireland,Malaysia,0.00028406474499235047,0.01685422039111719
Ireland,Mexico,0.00023558547883036348,0.015348794051337177
Ireland,Netherlands,0.0010880712932167095,0.032985925683792924
Ireland,Norway,0.0013227501366420002,0.03636963206635448
Ireland,Poland,0.001957294327692818,0.04424131923544796
Ireland,Republic of Korea,2.3251966956973955e-05,0.004822029340119568
Ireland,Saudi Arabia,0.0,0.0
Ireland,Singapore,0.004279837808481167,0.06542046933858826
Ireland,Spain,0.000710565411398211,0.026656432833337077
Ireland,Sweden,0.0003996772774022412,0.019991930307057426
Ireland,Switzerland,0.0016586943637950222,0.04072707163294486
Ireland,United Kingdom,0.0011862787946902945,0.03444239821339819
Ireland,United States,0.006979951776309801,0.08354610569206564
Italy,Japan,0.000285353563865687,0.016892411428380705
Italy,Luxembourg,0.003485811256420425,0.05904075928052099
Italy,Malaysia,0.0,0.0
Italy,Mexico,0.0,0.0
Italy,Netherlands,0.0006853968327646952,0.026180084659234684
Italy,Norway,0.0002311279411882148,0.0152028925270231
Italy,Poland,1.2279661737731434e-06,0.0011081363516161464
Italy,Republic of Korea,0.0,0.0
Italy,Saudi Arabia,0.00010020773625315999,0.010010381423959828
Italy,Singapore,0.0,0.0
Italy,Spain,0.000472145221877965,0.021728902914734675
Italy,Sweden,0.0006556050656949626,0.025604785991977408
Italy,Switzerland,0.0034427631872492965,0.05867506444179926
Italy,United Arab Emirates,0.0,0.0
Italy,United Kingdom,0.00019494416371687497,0.013962240640988643
Italy,United States,0.0018377918438741718,0.042869474499627025
Japan,Luxembourg,0.00038340675705982567,0.01958077519047256
Japan,Malaysia,0.000747388054698386,0.027338398905173398
Japan,Mexico,0.0017477732161756089,0.04180637769737542
Japan,Netherlands,0.0018529595058886942,0.04304601614422285
Japan,Norway,0.0,0.0
Japan,Poland,0.00013951259627731182,0.011811545041920292
Japan,Republic of Korea,0.0014512787175327648,0.038095652212985734
Japan,Saudi Arabia,7.832942049641932e-06,0.002798739367937274
Japan,Singapore,0.004151066735485613,0.06442877257472482
Japan,Spain,2.6553193962028494e-05,0.005152979134639349
Japan,Sweden,5.645373778171684e-13,7.513570242016563e-07
Japan,Switzerland,0.0005623573198419901,0.02371407429865206
Japan,United Arab Emirates,7.344969333290288e-06,0.002710160388849761
Japan,United Kingdom,0.004264145497048014,0.06530042493772927
Japan,United States,0.028691211581569266,0.16938480327812547
Luxembourg,Malaysia,3.6730237515475335e-05,0.006060547625048032
Luxembourg,Mexico,0.0005235461009570587,0.02288112980071261
Luxembourg,Netherlands,0.0,0.0
Luxembourg,Norway,0.0024193329144228874,0.04918671481632909
Luxembourg,Poland,0.00040545897589907117,0.02013601191644143
Luxembourg,Republic of Korea,0.0,0.0
Luxembourg,Saudi Arabia,0.0005088865258714327,0.022558513379020186
Luxembourg,Singapore,0.004857790046656846,0.0696978482211384
Luxembourg,Spain,0.005835429971358663,0.07638998606727627
Luxembourg,Sweden,0.003083954787539628,0.055533366434420556
Luxembourg,Switzerland,0.0015051652889497816,0.03879645974763395
Luxembourg,United Arab Emirates,0.0,0.0
Luxembourg,United Kingdom,0.02058803589754484,0.14348531596489184
Luxembourg,United States,0.007923259303091066,0.0890126918090396
Malaysia,Mexico,1.4974581172894964e-06,0.0012237067121207991
Malaysia,Netherlands,0.00019170779928103928,0.013845858560632463
Malaysia,Norway,1.3438848280087758e-05,0.003665903473918504
Malaysia,Poland,2.5933298460290823e-06,0.001610381894467608
Malaysia,Republic of Korea,0.0003673997409708377,0.019167674375647082
Malaysia,Saudi Arabia,5.8368047479451754e-05,0.007639898394576446
Malaysia,Singapore,0.004396687456494431,0.0663075218696524
Malaysia,Spain,0.0,0.0
Malaysia,Sweden,5.645373778171684e-13,7.513570242016563e-07
Malaysia,Switzerland,0.00013109441985760675,0.011449647149917187
Malaysia,United Arab Emirates,0.0,0.0
Malaysia,United Kingdom,0.0,0.0
Malaysia,United States,2.3360346629716145e-05,0.004833254248404086
Mexico,Netherlands,0.0006217446102985989,0.024934807203958863
Mexico,Norway,1.3739889476467556e-05,0.0037067356901278456
Mexico,Poland,0.0,0.0
Mexico,Republic of Korea,0.0003021271497443288,0.017381805134804865
Mexico,Saudi Arabia,0.0,0.0
Mexico,Singapore,1.269844483461493e-05,0.0035634877345958314
Mexico,Spain,0.002279670339436838,0.047745893430082946
Mexico,Sweden,3.1746112651074704e-05,0.005634368877795871
Mexico,Switzerland,0.00037610158073842994,0.019393338566075464
Mexico,United Kingdom,0.0005202169499463711,0.022808264948179884
Mexico,United States,0.01176882283540161,0.10848420546513493
Netherlands,Norway,0.001316523112730948,0.03628392361268208
Netherlands,Poland,0.004579763511827007,0.06767395002382384
Netherlands,Republic of Korea,0.0,0.0
Netherlands,Saudi Arabia,0.004730268365991285,0.06877694647184683
Netherlands,Singapore,0.003311920266085918,0.05754928553931767
Netherlands,Spain,0.0070718157444245545,0.08409408864138165
Netherlands,Sweden,0.0024590893148629086,0.0495892056284723
Netherlands,Switzerland,0.0156410248399902,0.12506408293347135
Netherlands,United Arab Emirates,0.0,0.0
Netherlands,United Kingdom,7.445049238331499e-12,2.7285617527062677e-06
Netherlands,United States,0.013214169410209434,0.11495290083425226
Norway,Norway,0.0,0.0
Norway,Poland,0.0004468974797150011,0.0211399498512887
Norway,Republic of Korea,1.009331221036127e-05,0.0031769973576257927
Norway,Saudi Arabia,2.0327983244877472e-05,0.0045086564789166925
Norway,Singapore,0.0005441299678856355,0.02332659357655197
Norway,Spain,0.0,0.0
Norway,Sweden,0.0014386451166217367,0.037929475564812874
Norway,Switzerland,0.0025852488218808486,0.05084534218471588
Norway,United Arab Emirates,0.0,0.0
Norway,United Kingdom,0.0028062810184875243,0.05297434302082022
Norway,United States,0.0036925759815111805,0.060766569604603984
Poland,Republic of Korea,0.0,0.0
Poland,Saudi Arabia,1.5862081642426196e-05,0.003982722892999988
Poland,Singapore,8.230259994870318e-05,0.009072078039165182
Poland,Spain,0.0013890161629074485,0.037269507146022854
Poland,Sweden,0.000914833318118125,0.030246211632502424
Poland,Switzerland,0.0003326729226112142,0.018239323523947214
Poland,United Arab Emirates,0.0,0.0
Poland,United Kingdom,0.003676475593525078,0.060633947533746124
Poland,United States,0.00018976145124143635,0.01377539296141625
Republic of Korea,Saudi Arabia,2.072035905217206e-05,0.004551962110142401
Republic of Korea,Singapore,0.0,0.0
Republic of Korea,Spain,6.670913285792922e-05,0.008167565907779945
Republic of Korea,Sweden,5.645373778171684e-13,7.513570242016563e-07
Republic of Korea,Switzerland,0.0,0.0
Republic of Korea,United Arab Emirates,0.0,0.0
Republic of Korea,United Kingdom,0.0,0.0
Republic of Korea,United States,0.00825530690564292,0.09085871948053703
Saudi Arabia,Singapore,1.5904159805721206e-05,0.003988001981659639
Saudi Arabia,Spain,0.0005185434020446374,0.022771548081863855
Saudi Arabia,Sweden,1.0071872458731509e-05,0.003173621347724317
Saudi Arabia,Switzerland,0.0001725743489425248,0.013136755647515288
Saudi Arabia,United Arab Emirates,0.0026044440850098707,0.05103375436914152
Saudi Arabia,United Kingdom,0.0010237466655046996,0.0319960414036596
Saudi Arabia,United States,0.0043054665607380966,0.06561605413874029
Singapore,Spain,1.942984452172696e-06,0.0013939097718908122
Singapore,Sweden,8.468060667257526e-07,0.0009202206619750246
Singapore,Switzerland,0.0,0.0
Singapore,United Kingdom,0.003510780507924428,0.059251839700758896
Singapore,United States,0.055769425187689334,0.23615551060199577
Spain,Sweden,0.00012953229681151302,0.011381225628705945
Spain,Switzerland,0.0005887242890083268,0.024263641297388297
Spain,United Arab Emirates,0.0,0.0
Spain,United Kingdom,0.0028751868791157182,0.05362076910223983
Spain,United States,0.0032465452080487696,0.05697846266835189
Sweden,Switzerland,0.00021208640026431236,0.014563186473581678
Sweden,United Arab Emirates,5.645373778171684e-13,7.513570242016563e-07
Sweden,United Kingdom,0.0034235328631407468,0.0585109636148709
Sweden,United States,0.011090122786623123,0.10530965191578179
Switzerland,United Arab Emirates,0.0,0.0
Switzerland,United Kingdom,0.001171621470004369,0.034228956601164005
Switzerland,United States,0.009933830505662176,0.09966860340981094
United Arab Emirates,United Kingdom,0.0,0.0
United Arab Emirates,United States,0.0,0.0
United Kingdom,United States,0.0011815293141232087,0.034373380894570274
