Source,Target,Weight,Sqrt_Weight
Brazil,Germany,0.000789714312608499,0.028101856034940094
Brazil,Gibraltar,0.0,0.0
Brazil,"Hong Kong, China",7.142223991924899e-06,0.002672493964806076
Brazil,Hungary,2.8873717358945387e-07,0.0005373426966000876
Brazil,India,0.0,0.0
Brazil,Ireland,0.0001638864755939823,0.0128018153241633
Brazil,Italy,6.565854210697774e-06,0.0025623922827501984
Brazil,Japan,7.550233121372765e-05,0.00868920774373174
Brazil,Luxembourg,0.0016221780197633227,0.040276271175014734
Brazil,Malaysia,0.0,0.0
Brazil,Mexico,0.0002812951059412536,0.016771854576678562
Brazil,Netherlands,0.0040338227255612685,0.06351238245855109
Brazil,Norway,0.00015044673146986974,0.012265672891034952
Brazil,Poland,0.0,0.0
Brazil,Republic of Korea,0.00015636221508993637,0.012504487797984225
Brazil,Russian Federation,0.0,0.0
Brazil,Saudi Arabia,0.0,0.0
Brazil,Singapore,1.4101616486120922e-05,0.003755211909615877
Brazil,Spain,0.0016279502448003189,0.040347865430531996
Brazil,Sweden,1.70033292887857e-05,0.004123509341420933
Brazil,Switzerland,0.00046643948923325544,0.021597210218758704
Brazil,Taiwan Province of China,3.077649783592207e-07,0.000554765696811925
Brazil,Türkiye,0.0002754268046431815,0.01659598760674343
Brazil,United Kingdom,0.0004898055884387438,0.02213155187596983
Brazil,United States,0.0019719150036323937,0.04440624960106847
British Virgin Islands,Chile,0.00017103591723024121,0.01307807008813767
British Virgin Islands,China,0.009762281923443219,0.09880426065430184
British Virgin Islands,Cyprus,3.804385406321442e-05,0.006167970011536569
British Virgin Islands,Czechia,3.659218231725672e-05,0.006049147238847532
British Virgin Islands,Denmark,0.0,0.0
British Virgin Islands,Finland,0.0,0.0
British Virgin Islands,France,0.0,0.0
British Virgin Islands,Germany,1.869904263472018e-05,0.004324238965959234
British Virgin Islands,"Hong Kong, China",0.009328908285490628,0.09658627379441982
British Virgin Islands,Hungary,0.0,0.0
British Virgin Islands,India,0.0,0.0
British Virgin Islands,Ireland,0.0,0.0
British Virgin Islands,Italy,2.0664601400769978e-07,0.0004545833411022667
British Virgin Islands,Japan,0.0005033892447586347,0.022436337596823477
British Virgin Islands,Luxembourg,0.0,0.0
British Virgin Islands,Malaysia,0.0,0.0
British Virgin Islands,Netherlands,0.0,0.0
British Virgin Islands,Norway,0.0,0.0
British Virgin Islands,Poland,0.0,0.0
British Virgin Islands,Republic of Korea,0.0,0.0
British Virgin Islands,Russian Federation,0.002336884969161683,0.04834133809858477
British Virgin Islands,Saudi Arabia,0.0,0.0
British Virgin Islands,Spain,0.0,0.0
British Virgin Islands,Sweden,0.0,0.0
British Virgin Islands,Switzerland,0.0,0.0
British Virgin Islands,Türkiye,5.8977902493186625e-06,0.002428536647719911
British Virgin Islands,United Kingdom,0.0,0.0
British Virgin Islands,United States,0.004896345464984353,0.06997389130943307
Canada,Cayman Islands,0.0,0.0
Canada,Chile,0.0015405028131220346,0.0392492396502408
Canada,China,0.00023389456570747948,0.01529361192483579
Canada,Cyprus,0.0,0.0
Canada,Czechia,1.1767273941908702e-05,0.003430346038216655
Canada,Denmark,0.0,0.0
Canada,Finland,0.0001467993910446886,0.01211607985466787
Canada,France,0.0,0.0
Canada,Germany,0.0,0.0
Canada,"Hong Kong, China",0.0,0.0
Canada,Hungary,1.4454368981495737e-05,0.0038018901853546136
Canada,India,0.0,0.0
Canada,Ireland,0.0019292342714000096,0.04392304943193277
Canada,Italy,2.406295967800598e-05,0.004905401072084318
Canada,Japan,0.00034482937124775346,0.018569581881338993
Canada,Luxembourg,0.0029713436623529017,0.0545100326761313
Canada,Malaysia,0.0007009208430782755,0.02647490968970953
Canada,Mexico,0.001143699485147875,0.03381862630486157
Canada,Netherlands,0.0,0.0
Canada,Norway,0.0,0.0
Canada,Poland,0.0,0.0
Canada,Republic of Korea,0.0,0.0
Canada,Russian Federation,1.1409570126819419e-05,0.003377805519389685
Canada,Saudi Arabia,2.182182392247905e-05,0.004671383512673633
Canada,Singapore,0.00010295989745841284,0.010146915662328768
Canada,Spain,0.0,0.0
Canada,Sweden,0.0006347514284441906,0.025194273723292575
Canada,Switzerland,0.0005184033666332981,0.022768473085239996
Canada,Taiwan Province of China,3.849388258986687e-06,0.001961985794797375
Canada,Türkiye,6.487569274250528e-06,0.002547070724234121
Canada,United Kingdom,0.0011777359813715104,0.03431815818734319
Canada,United States,0.05049913287177056,0.224720121199172
Cayman Islands,Chile,0.000612780406904209,0.024754401768255458
Cayman Islands,China,0.0015161921217143432,0.03893831174709997
Cayman Islands,Cyprus,0.0,0.0
Cayman Islands,Czechia,5.173066835415533e-07,0.0007192403517194744
Cayman Islands,Denmark,0.0,0.0
Cayman Islands,Finland,0.0,0.0
Cayman Islands,France,0.0,0.0
Cayman Islands,Germany,0.00022558883436206968,0.015019614987144965
Cayman Islands,"Hong Kong, China",0.0003628748765831038,0.01904927496213711
Cayman Islands,Hungary,5.880673132498572e-06,0.0024250099242062026
Cayman Islands,India,0.0,0.0
Cayman Islands,Ireland,0.0,0.0
Cayman Islands,Italy,2.6718683842401804e-07,0.0005169011882594371
Cayman Islands,Japan,0.0008882678252484939,0.029803822326146253
Cayman Islands,Luxembourg,0.00459787381167132,0.06780762355127423
Cayman Islands,Malaysia,0.0006402923480857477,0.025303998658033233
Cayman Islands,Mexico,0.0,0.0
Cayman Islands,Netherlands,0.0,0.0
Cayman Islands,Norway,0.0,0.0
Cayman Islands,Poland,0.0,0.0
Cayman Islands,Republic of Korea,0.0,0.0
Cayman Islands,Russian Federation,1.7218480677080847e-07,0.0004149515715969858
Cayman Islands,Saudi Arabia,0.0,0.0
Cayman Islands,Spain,0.0,0.0
Cayman Islands,Sweden,0.0,0.0
Cayman Islands,Switzerland,0.0,0.0
Cayman Islands,Türkiye,7.66712732411426e-06,0.002768957804682885
Cayman Islands,United Kingdom,0.0,0.0
Cayman Islands,United States,0.0,0.0
Chile,China,8.368964363783182e-06,0.0028929162386393393
Chile,Cyprus,0.0,0.0
Chile,Czechia,0.0,0.0
Chile,Denmark,2.9488951246593312e-06,0.0017172347319627946
Chile,Finland,3.933539165076254e-06,0.0019833151955945517
Chile,France,1.1795580498637325e-05,0.0034344694639255892
Chile,Germany,6.735015606417668e-05,0.008206714084466247
Chile,Gibraltar,0.0,0.0
Chile,"Hong Kong, China",0.00011913536303623698,0.010914914705861745
Chile,Hungary,0.0,0.0
Chile,India,0.0,0.0
Chile,Ireland,0.0,0.0
Chile,Italy,5.97336134241007e-08,0.00024440461007129284
Chile,Japan,0.00013918784988392044,0.011797790042373208
Chile,Luxembourg,2.359116099727465e-06,0.0015359414375969759
Chile,Malaysia,0.0,0.0
Chile,Mexico,7.413522343393559e-05,0.008610181382173988
Chile,Netherlands,0.0004747721150701523,0.021789266051662967
Chile,Norway,0.0,0.0
Chile,Poland,5.753006258480243e-07,0.0007584857453163008
Chile,Republic of Korea,0.0,0.0
Chile,Saudi Arabia,0.0,0.0
Chile,Singapore,0.0,0.0
Chile,Spain,0.0006416795791258704,0.025331395127901474
Chile,Sweden,2.948895124659331e-05,0.005430373030151181
Chile,Switzerland,6.605525079236901e-05,0.008127438144481261
Chile,Taiwan Province of China,0.0,0.0
Chile,United Kingdom,0.0004152044335520338,0.020376565793872967
Chile,United States,0.0021975166468961335,0.046877677490423236
China,Cyprus,1.387505486564791e-05,0.003724923471112918
China,Czechia,4.649297102355285e-05,0.00681857543945602
China,Denmark,7.380494717997374e-05,0.008590980571504847
China,Finland,3.2962749703442e-05,0.00574131950891448
China,France,0.0005676132002796839,0.023824634315759895
China,Germany,0.00045464655533438884,0.021322442527402643
China,Gibraltar,9.365690915918036e-06,0.003060341633856919
China,"Hong Kong, China",0.0248815754211052,0.15773894706477914
China,Hungary,2.2475275256606043e-05,0.0047408095570910715
China,India,2.0076078008680725e-05,0.004480633661512703
China,Ireland,3.59942138915918e-05,0.005999517804923309
China,Italy,0.0002051959183542949,0.0143246611950962
China,Japan,0.002125304411811664,0.04610102397790817
China,Luxembourg,8.01144070923672e-05,0.008950665175972521
China,Malaysia,0.00026902736121243857,0.016402053566929923
China,Mexico,1.908524924679519e-05,0.004368666758496829
China,Netherlands,0.0003687785627654554,0.019203608066336267
China,Norway,2.01940338136671e-05,0.004493777232314381
China,Poland,6.197588780717526e-05,0.00787247659934123
China,Republic of Korea,0.002232319507157363,0.04724742857719733
China,Russian Federation,9.653680013792266e-05,0.009825314251357188
China,Saudi Arabia,0.0009145408450105984,0.030241376374275666
China,Singapore,0.0006144309563824908,0.02478771785345498
China,Spain,0.00012576447927647116,0.01121447632644838
China,Sweden,7.452447759039061e-05,0.008632756083105245
China,Switzerland,0.0001765326577426062,0.013286559289093855
China,Taiwan Province of China,0.0010464862084683553,0.03234943907501883
China,Türkiye,6.39320463026143e-06,0.002528478718570008
China,United Kingdom,0.0005160330987987018,0.022716361918201203
China,United States,0.0015477158105969514,0.03934101944023504
Cyprus,Czechia,0.00017924481977722322,0.013388234378633472
Cyprus,Denmark,0.00017430709905398985,0.013202541386187353
Cyprus,Finland,4.4396604571966754e-07,0.0006663077710185193
Cyprus,France,0.00010014259569451264,0.010007127244844679
Cyprus,Germany,0.0003673237836415852,0.01916569288185494
Cyprus,Gibraltar,0.0,0.0
Cyprus,"Hong Kong, China",4.520381556418433e-07,0.0006723378285072492
Cyprus,Hungary,1.1300953891046082e-07,0.0003361689142536246
Cyprus,India,0.0003362547653103855,0.018337250756598863
Cyprus,Ireland,1.5603388479565766e-05,0.003950112464166782
Cyprus,Italy,1.2333376750092363e-05,0.0035118907656834036
Cyprus,Japan,0.0,0.0
Cyprus,Luxembourg,0.0022650340441625217,0.047592373802559186
Cyprus,Malaysia,0.0,0.0
Cyprus,Mexico,0.0,0.0
Cyprus,Netherlands,0.0005379819099832487,0.023194437048207242
Cyprus,Norway,1.5159422433846104e-05,0.003893510297128557
Cyprus,Poland,0.00026546706090390933,0.016293159942255196
Cyprus,Republic of Korea,0.0,0.0
Cyprus,Russian Federation,0.007253925139650948,0.08516997792444793
Cyprus,Saudi Arabia,3.0689467722658983e-06,0.0017518409666022478
Cyprus,Singapore,0.0,0.0
Cyprus,Spain,6.421363443090827e-05,0.008013341027992523
Cyprus,Sweden,5.545539516534756e-06,0.0023548969226984766
Cyprus,Switzerland,1.7653704399798414e-05,0.004201631159418734
Cyprus,Taiwan Province of China,0.0,0.0
Cyprus,Türkiye,0.0,0.0
Cyprus,United Kingdom,0.0004021712292907145,0.020054207271560612
Cyprus,United States,0.0001753794065698251,0.013243089011625086
Czechia,Denmark,0.00013328784509700144,0.011545035517355563
Czechia,Finland,8.132643427728475e-06,0.0028517789934930926
Czechia,France,3.205267085831343e-05,0.005661507825510217
Czechia,Germany,0.0009380780897613177,0.03062806049623968
Czechia,Gibraltar,1.2633326704242313e-05,0.0035543391374828477
Czechia,"Hong Kong, China",8.021159812217342e-06,0.002832165216264288
Czechia,Hungary,5.387592001613683e-05,0.00734002179943199
Czechia,India,1.8634665476788985e-05,0.004316788792237696
Czechia,Ireland,4.574386066822499e-05,0.006763420781544276
Czechia,Italy,3.843294515494274e-05,0.006199431034775912
Czechia,Japan,0.0002392107478781193,0.015466439405309786
Czechia,Luxembourg,0.001436877440452687,0.03790616625897015
Czechia,Malaysia,0.0,0.0
Czechia,Mexico,2.446076068058544e-06,0.0015639936278829733
Czechia,Netherlands,0.0013080186679867872,0.03616654072463645
Czechia,Norway,7.852599207467846e-06,0.002802248955297842
Czechia,Poland,0.00021661549805329576,0.014717863229874633
Czechia,Republic of Korea,0.00021709152783073307,0.014734026192142223
Czechia,Russian Federation,5.19890328433245e-05,0.007210342075333493
Czechia,Saudi Arabia,0.0,0.0
Czechia,Singapore,0.0,0.0
Czechia,Spain,0.00016075741123652257,0.012679014600375006
Czechia,Sweden,0.0002002703419636628,0.014151690427777976
Czechia,Switzerland,0.0005716732910079119,0.023909690316018563
Czechia,Taiwan Province of China,0.0002450725882191492,0.015654794416380857
Czechia,Türkiye,0.0,0.0
Czechia,United Kingdom,1.1800961737189484e-06,0.0010863223157603586
Czechia,United States,0.00024333757647715872,0.015599281280788507
Denmark,Finland,0.003587740834308174,0.059897753165775544
Denmark,France,0.0008973373146821078,0.029955589039144394
Denmark,Germany,0.00033585887857317365,0.018326452973043465
Denmark,Gibraltar,0.0,0.0
Denmark,"Hong Kong, China",4.333662949331273e-05,0.006583056242605917
Denmark,Hungary,2.032168462727907e-05,0.004507957922083908
Denmark,India,0.0,0.0
Denmark,Ireland,0.0,0.0
Denmark,Italy,9.729291232776844e-05,0.009863716963080827
Denmark,Japan,6.772887411505046e-07,0.0008229755410402575
Denmark,Luxembourg,0.0006432513399874507,0.02536240012276935
Denmark,Malaysia,7.989682429537928e-05,0.008938502351925589
Denmark,Mexico,4.735925570202886e-05,0.006881806136620593
Denmark,Netherlands,0.0008530348760760276,0.029206760793967338
Denmark,Norway,0.0007777775514325931,0.02788866349312195
Denmark,Poland,0.0004129166973447727,0.020320351801698038
Denmark,Republic of Korea,0.0,0.0
Denmark,Russian Federation,7.404705146970827e-05,0.008605059643588084
Denmark,Saudi Arabia,1.0026243423841726e-05,0.0031664243909876842
Denmark,Singapore,0.00022239494384498676,0.014912911984082343
Denmark,Spain,7.583910161329727e-05,0.00870856484234327
Denmark,Sweden,0.0015014969684214233,0.03874915442201834
Denmark,Switzerland,0.00022596313933717543,0.015032070360970755
Denmark,Taiwan Province of China,0.0,0.0
Denmark,Türkiye,8.846685373977992e-06,0.0029743378042814826
Denmark,United Kingdom,0.0009145745346321847,0.03024193338118753
Denmark,United States,0.00010851934058746338,0.010417261664538498
Finland,France,0.00016281526434127756,0.012759908476994557
Finland,Germany,0.0002267835066305517,0.015059332874684446
Finland,Gibraltar,0.0,0.0
Finland,"Hong Kong, China",0.0,0.0
Finland,Hungary,6.519435793349435e-05,0.00807430231868329
Finland,India,0.0,0.0
Finland,Ireland,0.0,0.0
Finland,Italy,7.93238169942291e-05,0.008906391917843561
Finland,Japan,1.2601459238311029e-06,0.0011225622137908896
Finland,Luxembourg,0.0007805730294743972,0.0279387370772982
Finland,Malaysia,1.8877741984442188e-06,0.0013739629538106982
Finland,Mexico,6.30473777652165e-05,0.007940237890971308
Finland,Netherlands,0.0011433974190453616,0.033814160037554705
Finland,Norway,0.00010858037219616296,0.010420190602679154
Finland,Poland,0.0003101431774064749,0.0176108823574083
Finland,Republic of Korea,1.0811784029762229e-05,0.003288127739270819
Finland,Russian Federation,0.0004510396274259321,0.02123769355240658
Finland,Saudi Arabia,4.6002763944685565e-05,0.006782533740770153
Finland,Singapore,0.0,0.0
Finland,Spain,1.3671732575189108e-05,0.003697530605037517
Finland,Sweden,0.0021689597810287163,0.04657209229816411
Finland,Switzerland,5.016089826739247e-05,0.007082435899278755
Finland,Taiwan Province of China,0.0,0.0
Finland,Türkiye,2.1232044897547183e-05,0.004607824312790928
Finland,United Kingdom,0.0006624342284956186,0.02573779766210813
Finland,United States,2.5295570863122216e-05,0.005029470236826362
France,Germany,0.014481692928046176,0.12033990580038766
France,Gibraltar,0.0,0.0
France,"Hong Kong, China",0.00022682628881313922,0.01506075326181062
France,Hungary,0.0007456062567579223,0.027305791633972495
France,India,0.0001593166246280564,0.012622068951960943
France,Ireland,0.0020398221773338175,0.045164390589642826
France,Italy,0.007162198282629344,0.08462977184554703
France,Japan,0.0003762908555648745,0.019398217845072122
France,Luxembourg,0.015864924841044264,0.12595604328909457
France,Malaysia,3.057019531518329e-05,0.005529032041432143
France,Mexico,0.00024832725072515115,0.015758402543568657
France,Netherlands,0.017994024554117347,0.13414180762952818
France,Norway,0.00023812724270418534,0.01543137202921974
France,Poland,0.0015304701242004404,0.03912122344968828
France,Republic of Korea,0.0,0.0
France,Russian Federation,0.00024476419313697377,0.015644941455210813
France,Saudi Arabia,0.0006699889723226,0.025884145192039857
France,Singapore,0.0003316944473042597,0.01821248053682583
France,Spain,0.006446386983849572,0.0802893952141226
France,Sweden,0.0008467912974507088,0.029099678648581477
France,Switzerland,0.0031083656675021712,0.05575271892474995
France,Taiwan Province of China,1.1088972677457827e-05,0.003330010912513325
France,Türkiye,0.00029636279037953503,0.01721519068670269
France,United Kingdom,0.007006831111660433,0.0837068163990271
France,United States,0.004395704189449807,0.06630010700933903
Germany,Gibraltar,0.0,0.0
Germany,"Hong Kong, China",5.605273129958856e-06,0.002367545803138528
Germany,Hungary,6.615820571116043e-05,0.008133769465085695
Germany,India,0.0003874338859810492,0.019683340315633655
Germany,Ireland,0.000493006535129862,0.022203750474409995
Germany,Italy,0.009788638446649504,0.09893754821426244
Germany,Japan,0.0012399568051454203,0.03521302039225577
Germany,Luxembourg,0.012551148553205799,0.11203190863859189
Germany,Malaysia,0.00027928077646503547,0.01671169579860271
Germany,Mexico,0.0006718590971161151,0.0259202449277802
Germany,Netherlands,0.015183435346442588,0.12322108320592945
Germany,Norway,0.0005959464972359514,0.02441201542757073
Germany,Poland,0.002455459931883921,0.04955259763003268
Germany,Republic of Korea,0.0,0.0
Germany,Russian Federation,0.0049677981442860595,0.07048260880732253
Germany,Saudi Arabia,0.00016052783826419093,0.012669958100332886
Germany,Singapore,0.0003611227418267707,0.019003229773561406
Germany,Spain,0.0022917373909960713,0.047872094073646614
Germany,Sweden,0.0035102206968827265,0.05924711551529514
Germany,Switzerland,0.002878154668737969,0.05364843584614531
Germany,Taiwan Province of China,3.357697265086329e-05,0.005794564060467646
Germany,Türkiye,0.0005950385308477307,0.02439341162789106
Germany,United Kingdom,0.017829269959026152,0.13352628939286132
Germany,United States,0.003459034713099011,0.058813558922233326
Gibraltar,India,0.0,0.0
Gibraltar,Ireland,0.0,0.0
Gibraltar,Italy,0.0,0.0
Gibraltar,Japan,0.0,0.0
Gibraltar,Luxembourg,0.0156461706621533,0.12508465398342555
Gibraltar,Malaysia,3.6699371387171083e-07,0.0006058000609703756
Gibraltar,Mexico,0.0,0.0
Gibraltar,Netherlands,0.0,0.0
Gibraltar,Norway,0.0,0.0
Gibraltar,Poland,0.0,0.0
Gibraltar,Russian Federation,0.000513169029731414,0.022653234420969868
Gibraltar,Saudi Arabia,0.0,0.0
Gibraltar,Spain,0.0,0.0
Gibraltar,Sweden,0.0,0.0
Gibraltar,Switzerland,0.0,0.0
Gibraltar,Türkiye,0.0,0.0
Gibraltar,United Kingdom,0.0,0.0
Gibraltar,United States,0.0,0.0
"Hong Kong, China",Hungary,2.8488226138101953e-05,0.005337436288903311
"Hong Kong, China",India,6.251657664277782e-05,0.007906742479857164
"Hong Kong, China",Ireland,0.0,0.0
"Hong Kong, China",Italy,2.1906899117792833e-05,0.00468048065029574
"Hong Kong, China",Japan,0.00103024005996721,0.032097352849841214
"Hong Kong, China",Luxembourg,0.0004649535315173245,0.021562781163786005
"Hong Kong, China",Malaysia,0.0007615124786510823,0.02759551555327572
"Hong Kong, China",Mexico,7.867652192591095e-05,0.008869978688018983
"Hong Kong, China",Netherlands,0.0029256786924512744,0.05408954328196231
"Hong Kong, China",Norway,0.0,0.0
"Hong Kong, China",Poland,1.843092745772374e-05,0.004293125604699185
"Hong Kong, China",Republic of Korea,0.0,0.0
"Hong Kong, China",Russian Federation,4.740321783054728e-06,0.002177228004379589
"Hong Kong, China",Saudi Arabia,0.0,0.0
"Hong Kong, China",Singapore,0.0013931533652332077,0.037324969728496867
"Hong Kong, China",Spain,0.0,0.0
"Hong Kong, China",Sweden,0.0,0.0
"Hong Kong, China",Switzerland,0.0,0.0
"Hong Kong, China",Taiwan Province of China,0.00012341341253985385,0.011109158948356705
"Hong Kong, China",Türkiye,1.887292879781972e-05,0.004344298424120944
"Hong Kong, China",United Kingdom,0.0015875775850510792,0.03984441723819134
"Hong Kong, China",United States,0.0031060974653653248,0.05573237358452737
Hungary,India,0.0,0.0
Hungary,Ireland,6.774211768045241e-05,0.008230559985836468
Hungary,Italy,0.0009468213621655761,0.03077046249515233
